ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-01-11,21479.240569611393,16632.26654236844,28015.39593811259,21479.240569611393,21479.240569611393,487.2409660488256,487.2409660488256,487.2409660488256,351.6530420924931,351.6530420924931,351.6530420924931,135.58792395633253,135.58792395633253,135.58792395633253,0.0,0.0,0.0,21966.48153566022
2020-01-12,21479.22014911163,15945.406531126604,27362.75084332713,21479.22014911163,21479.22014911163,310.29666251543915,310.29666251543915,310.29666251543915,234.81271771574245,234.81271771574245,234.81271771574245,75.48394479969669,75.48394479969669,75.48394479969669,0.0,0.0,0.0,21789.51681162707
2020-01-13,21479.199728611868,16301.757491253975,27317.651778674848,21479.199728611868,21479.199728611868,272.65944192626694,272.65944192626694,272.65944192626694,256.1974819070372,256.1974819070372,256.1974819070372,16.461960019229767,16.461960019229767,16.461960019229767,0.0,0.0,0.0,21751.859170538133
2020-01-14,21479.179308112107,15664.175457197363,26654.229292372962,21479.179308112107,21479.179308112107,-392.4067667057197,-392.4067667057197,-392.4067667057197,-351.73863613962385,-351.73863613962385,-351.73863613962385,-40.66813056609586,-40.66813056609586,-40.66813056609586,0.0,0.0,0.0,21086.772541406386
2020-01-15,21479.158887612346,16227.691012695319,27225.595463888727,21479.158887612346,21479.158887612346,145.51349266985875,145.51349266985875,145.51349266985875,240.695016291813,240.695016291813,240.695016291813,-95.18152362195426,-95.18152362195426,-95.18152362195426,0.0,0.0,0.0,21624.672380282205
2020-01-16,21479.13846711258,15512.294105011812,27155.880188527775,21479.13846711258,21479.13846711258,-130.73355306503643,-130.73355306503643,-130.73355306503643,15.713991667167553,15.713991667167553,15.713991667167553,-146.44754473220397,-146.44754473220397,-146.44754473220397,0.0,0.0,0.0,21348.404914047544
2020-01-17,21479.118046612824,14707.529018133773,25983.140103807633,21479.118046612824,21479.118046612824,-941.2693006935159,-941.2693006935159,-941.2693006935159,-747.3336135383752,-747.3336135383752,-747.3336135383752,-193.9356871551407,-193.9356871551407,-193.9356871551407,0.0,0.0,0.0,20537.84874591931
2020-01-18,21479.09762611306,16613.697169723506,26973.939544737084,21479.09762611306,21479.09762611306,114.43439471143039,114.43439471143039,114.43439471143039,351.65304209399693,351.65304209399693,351.65304209399693,-237.2186473825666,-237.2186473825666,-237.2186473825666,0.0,0.0,0.0,21593.532020824492
2020-01-19,21479.077205613296,15534.684869884704,26781.736866503128,21479.077205613296,21479.077205613296,-41.15971960240998,-41.15971960240998,-41.15971960240998,234.81271771544232,234.81271771544232,234.81271771544232,-275.97243731785227,-275.97243731785227,-275.97243731785227,0.0,0.0,0.0,21437.917486010887
2020-01-20,21479.05678511354,16120.178963926668,26574.077983225998,21479.05678511354,21479.05678511354,-53.77625569569362,-53.77625569569362,-53.77625569569362,256.1974819062971,256.1974819062971,256.1974819062971,-309.9737376019907,-309.9737376019907,-309.9737376019907,0.0,0.0,0.0,21425.280529417843
2020-01-21,21479.036364613774,15369.122759807397,26464.322917024238,21479.036364613774,21479.036364613774,-690.8333703670568,-690.8333703670568,-690.8333703670568,-351.73863614085803,-351.73863614085803,-351.73863614085803,-339.09473422619885,-339.09473422619885,-339.09473422619885,0.0,0.0,0.0,20788.202994246716
2020-01-22,21479.015944114013,15382.938423406391,27005.26931514596,21479.015944114013,21479.015944114013,-122.60073253785845,-122.60073253785845,-122.60073253785845,240.69501629365595,240.69501629365595,240.69501629365595,-363.2957488315144,-363.2957488315144,-363.2957488315144,0.0,0.0,0.0,21356.415211576154
2020-01-23,21478.995523614252,15270.80763743444,26901.60918056658,21478.995523614252,21478.995523614252,-366.90203839852023,-366.90203839852023,-366.90203839852023,15.713991667149951,15.713991667149951,15.713991667149951,-382.6160300656702,-382.6160300656702,-382.6160300656702,0.0,0.0,0.0,21112.093485215733
2020-01-24,21478.975103114488,14943.146043815585,25676.108784143173,21478.975103114488,21478.975103114488,-1144.4967309946342,-1144.4967309946342,-1144.4967309946342,-747.3336135371387,-747.3336135371387,-747.3336135371387,-397.1631174574954,-397.1631174574954,-397.1631174574954,0.0,0.0,0.0,20334.478372119855
2020-01-25,21478.954682614727,15491.622803834407,26996.567944199975,21478.954682614727,21478.954682614727,-55.44817721317097,-55.44817721317097,-55.44817721317097,351.6530420940894,351.6530420940894,351.6530420940894,-407.1012193072604,-407.1012193072604,-407.1012193072604,0.0,0.0,0.0,21423.506505401558
2020-01-26,21478.934262114966,15738.100319927038,26875.992887434993,21478.934262114966,21478.934262114966,-177.82634362930926,-177.82634362930926,-177.82634362930926,234.8127177159065,234.8127177159065,234.8127177159065,-412.63906134521574,-412.63906134521574,-412.63906134521574,0.0,0.0,0.0,21301.107918485657
2020-01-27,21478.913841615205,15416.154882969859,27126.48896838772,21478.913841615205,21478.913841615205,-157.82018119122284,-157.82018119122284,-157.82018119122284,256.1974819055571,256.1974819055571,256.1974819055571,-414.0176630967799,-414.0176630967799,-414.0176630967799,0.0,0.0,0.0,21321.093660423983
2020-01-28,21478.89342111544,15399.036197945761,26368.968708468492,21478.89342111544,21478.89342111544,-763.237120344699,-763.237120344699,-763.237120344699,-351.73863613832174,-351.73863613832174,-351.73863613832174,-411.49848420637727,-411.49848420637727,-411.49848420637727,0.0,0.0,0.0,20715.65630077074
2020-01-29,21478.873000615677,15608.55907730018,26757.885073067406,21478.873000615677,21478.873000615677,-164.65733777533907,-164.65733777533907,-164.65733777533907,240.69501629110025,240.69501629110025,240.69501629110025,-405.3523540664393,-405.3523540664393,-405.3523540664393,0.0,0.0,0.0,21314.21566284034
2020-01-30,21478.85258011592,15238.85834051046,26850.393274410293,21478.85258011592,21478.85258011592,-380.13556438931585,-380.13556438931585,-380.13556438931585,15.713991665054591,15.713991665054591,15.713991665054591,-395.8495560543704,-395.8495560543704,-395.8495560543704,0.0,0.0,0.0,21098.717015726605
2020-01-31,21478.832159616155,14323.021524565287,25843.20993505536,21478.832159616155,21478.832159616155,-1130.5849975302754,-1130.5849975302754,-1130.5849975302754,-747.3336135376861,-747.3336135376861,-747.3336135376861,-383.25138399258924,-383.25138399258924,-383.25138399258924,0.0,0.0,0.0,20348.247162085878
2020-02-01,21478.811739116398,15487.7940139427,27297.976833538112,21478.811739116398,21478.811739116398,-16.15038286424049,-16.15038286424049,-16.15038286424049,351.65304209418196,351.65304209418196,351.65304209418196,-367.8034249584224,-367.8034249584224,-367.8034249584224,0.0,0.0,0.0,21462.661356252156
2020-02-02,21478.791318616633,15733.505974129954,27160.355764658434,21478.791318616633,21478.791318616633,-114.9180337124405,-114.9180337124405,-114.9180337124405,234.81271771560637,234.81271771560637,234.81271771560637,-349.73075142804686,-349.73075142804686,-349.73075142804686,0.0,0.0,0.0,21363.87328490419
2020-02-03,21478.77089811687,15706.22371333185,27148.605567969862,21478.77089811687,21478.77089811687,-73.03764740495579,-73.03764740495579,-73.03764740495579,256.19748190739097,256.19748190739097,256.19748190739097,-329.2351293123467,-329.2351293123467,-329.2351293123467,0.0,0.0,0.0,21405.733250711914
2020-02-04,21478.750477617108,15309.783424264253,26233.756838400783,21478.750477617108,21478.750477617108,-658.2329054082712,-658.2329054082712,-658.2329054082712,-351.73863613955587,-351.73863613955587,-351.73863613955587,-306.4942692687154,-306.4942692687154,-306.4942692687154,0.0,0.0,0.0,20820.517572208835
2020-02-05,21478.730057117347,15807.886008783433,27459.27927455074,21478.730057117347,21478.730057117347,-40.968053072009035,-40.968053072009035,-40.968053072009035,240.69501629294305,240.69501629294305,240.69501629294305,-281.6630693649521,-281.6630693649521,-281.6630693649521,0.0,0.0,0.0,21437.762004045337
2020-02-06,21478.709636617587,15490.808159918883,27063.368717771882,21478.709636617587,21478.709636617587,-239.1627286636137,-239.1627286636137,-239.1627286636137,15.713991667738895,15.713991667738895,15.713991667738895,-254.8767203313526,-254.8767203313526,-254.8767203313526,0.0,0.0,0.0,21239.546907953973
2020-02-07,21478.689216117822,14725.353817506884,25905.197538598593,21478.689216117822,21478.689216117822,-973.5890863471708,-973.5890863471708,-973.5890863471708,-747.3336135364497,-747.3336135364497,-747.3336135364497,-226.25547281072102,-226.25547281072102,-226.25547281072102,0.0,0.0,0.0,20505.10012977065
2020-02-08,21478.668795618065,15645.730469362958,26787.24911651448,21478.668795618065,21478.668795618065,155.74224055240464,155.74224055240464,155.74224055240464,351.6530420956858,351.6530420956858,351.6530420956858,-195.9108015432812,-195.9108015432812,-195.9108015432812,0.0,0.0,0.0,21634.41103617047
2020-02-09,21478.6483751183,16209.254030901595,27114.07266958326,21478.6483751183,21478.6483751183,70.86007123722929,70.86007123722929,70.86007123722929,234.81271771585244,234.81271771585244,234.81271771585244,-163.95264647862317,-163.95264647862317,-163.95264647862317,0.0,0.0,0.0,21549.50844635553
2020-02-10,21478.627954618536,15978.194592506068,27365.234062855023,21478.627954618536,21478.627954618536,125.70011473457032,125.70011473457032,125.70011473457032,256.197481906651,256.197481906651,256.197481906651,-130.49736717208066,-130.49736717208066,-130.49736717208066,0.0,0.0,0.0,21604.328069353105
2020-02-11,21478.60753411878,15804.49529800318,26041.760987863145,21478.60753411878,21478.60753411878,-447.41465216079706,-447.41465216079706,-447.41465216079706,-351.73863614012697,-351.73863614012697,-351.73863614012697,-95.67601602067015,-95.67601602067015,-95.67601602067015,0.0,0.0,0.0,21031.19288195798
2020-02-12,21478.587113619014,16042.828915078242,27203.93058247096,21478.587113619014,21478.587113619014,181.05249733258384,181.05249733258384,181.05249733258384,240.69501629478594,240.69501629478594,240.69501629478594,-59.64251896220209,-59.64251896220209,-59.64251896220209,0.0,0.0,0.0,21659.6396109516
2020-02-13,21478.566693119254,15421.67396656296,27135.768175051122,21478.566693119254,21478.566693119254,-6.867358174243787,-6.867358174243787,-6.867358174243787,15.713991665643519,15.713991665643519,15.713991665643519,-22.581349839887306,-22.581349839887306,-22.581349839887306,0.0,0.0,0.0,21471.69933494501
2020-02-14,21478.546272619493,14836.714985617933,26391.790722848866,21478.546272619493,21478.546272619493,-732.047910434493,-732.047910434493,-732.047910434493,-747.3336135367579,-747.3336135367579,-747.3336135367579,15.285703102264701,15.285703102264701,15.285703102264701,0.0,0.0,0.0,20746.498362185
2020-02-15,21478.52585211973,16298.95484307039,27790.83586458766,21478.52585211973,21478.52585211973,405.3470955844139,405.3470955844139,405.3470955844139,351.6530420957783,351.6530420957783,351.6530420957783,53.69405348863562,53.69405348863562,53.69405348863562,0.0,0.0,0.0,21883.87294770414
2020-02-16,21478.505431619968,15979.227252789166,27207.223302267314,21478.505431619968,21478.505431619968,327.14516819133837,327.14516819133837,327.14516819133837,234.8127177155523,234.8127177155523,234.8127177155523,92.33245047578603,92.33245047578603,92.33245047578603,0.0,0.0,0.0,21805.650599811306
2020-02-17,21478.485011120207,15953.20839165504,27335.974829510928,21478.485011120207,21478.485011120207,387.0384936608715,387.0384936608715,387.0384936608715,256.19748190591105,256.19748190591105,256.19748190591105,130.84101175496048,130.84101175496048,130.84101175496048,0.0,0.0,0.0,21865.52350478108
2020-02-18,21478.464590620446,15607.546101412505,27178.770259570403,21478.464590620446,21478.464590620446,-182.92726180712313,-182.92726180712313,-182.92726180712313,-351.7386361413611,-351.7386361413611,-351.7386361413611,168.81137433423797,168.81137433423797,168.81137433423797,0.0,0.0,0.0,21295.537328813323
2020-02-19,21478.44417012068,16273.657755590337,27482.586737624282,21478.44417012068,21478.44417012068,446.48412546166674,446.48412546166674,446.48412546166674,240.69501629223024,240.69501629223024,240.69501629223024,205.78910916943656,205.78910916943656,205.78910916943656,0.0,0.0,0.0,21924.928295582347
2020-02-20,21478.423749620917,16088.506579142771,27490.302519880588,21478.423749620917,21478.423749620917,256.9924584288573,256.9924584288573,256.9924584288573,15.713991669781393,15.713991669781393,15.713991669781393,241.27846675907588,241.27846675907588,241.27846675907588,0.0,0.0,0.0,21735.416208049774
2020-02-21,21478.40332912116,15164.621351931442,26359.610474468718,21478.40332912116,21478.40332912116,-472.5841757969221,-472.5841757969221,-472.5841757969221,-747.3336135370661,-747.3336135370661,-747.3336135370661,274.74943774014383,274.74943774014383,274.74943774014383,0.0,0.0,0.0,21005.81915332424
2020-02-22,21478.382908621395,16768.591919283313,27873.184003558246,21478.382908621395,21478.382908621395,657.3000700911132,657.3000700911132,657.3000700911132,351.65304209306527,351.65304209306527,351.65304209306527,305.6470279980479,305.6470279980479,305.6470279980479,0.0,0.0,0.0,22135.68297871251
2020-02-23,21478.36248812164,16247.020983801884,27407.63840458029,21478.36248812164,21478.36248812164,568.2152822518487,568.2152822518487,568.2152822518487,234.8127177152523,234.8127177152523,234.8127177152523,333.40256453659657,333.40256453659657,333.40256453659657,0.0,0.0,0.0,22046.577770373486
2020-02-24,21478.342067621874,16389.91291815834,27251.534839507272,21478.342067621874,21478.342067621874,613.6442509750328,613.6442509750328,613.6442509750328,256.1974819063688,256.1974819063688,256.1974819063688,357.446769068664,357.446769068664,357.446769068664,0.0,0.0,0.0,22091.986318596908
2020-02-25,21478.32164712211,15937.652367688604,27243.113637537554,21478.32164712211,21478.32164712211,25.48562746631146,25.48562746631146,25.48562746631146,-351.73863614071007,-351.73863614071007,-351.73863614071007,377.22426360702156,377.22426360702156,377.22426360702156,0.0,0.0,0.0,21503.80727458842
2020-02-26,21478.30122662235,16884.098843884214,27629.97266102702,21478.30122662235,21478.30122662235,632.9041250002261,632.9041250002261,632.9041250002261,240.69501629407307,240.69501629407307,240.69501629407307,392.2091087061531,392.2091087061531,392.2091087061531,0.0,0.0,0.0,22111.205351622575
2020-02-27,21478.280806122588,16365.723232461676,27519.240347742125,21478.280806122588,21478.280806122588,417.63491430967116,417.63491430967116,417.63491430967116,15.713991670387957,15.713991670387957,15.713991670387957,401.92092263928316,401.92092263928316,401.92092263928316,0.0,0.0,0.0,21895.91572043226
2020-02-28,21478.260385622827,15503.73865271811,26762.002071558418,21478.260385622827,21478.260385622827,-341.39252297582095,-341.39252297582095,-341.39252297582095,-747.3336135373742,-747.3336135373742,-747.3336135373742,405.9410905615533,405.9410905615533,405.9410905615533,0.0,0.0,0.0,21136.867862647006
2020-02-29,21478.239965123063,16590.24643835427,27549.21075039248,21478.239965123063,21478.239965123063,755.5815902147502,755.5815902147502,755.5815902147502,351.6530420931578,351.6530420931578,351.6530420931578,403.92854812159237,403.92854812159237,403.92854812159237,0.0,0.0,0.0,22233.821555337814
2020-03-01,21478.2195446233,16391.81815869217,28039.746361165897,21478.2195446233,21478.2195446233,630.4473328240118,630.4473328240118,630.4473328240118,234.81271771598952,234.81271771598952,234.81271771598952,395.6346151080224,395.6346151080224,395.6346151080224,0.0,0.0,0.0,22108.666877447315
2020-03-02,21478.19912412354,16469.0337919749,27921.573398899018,21478.19912412354,21478.19912412354,637.1138440602493,637.1138440602493,637.1138440602493,256.19748190443096,256.19748190443096,256.19748190443096,380.91636215581843,380.91636215581843,380.91636215581843,0.0,0.0,0.0,22115.31296818379
2020-03-03,21478.178703623777,15638.535904282902,27586.970957817783,21478.178703623777,21478.178703623777,8.009381270902557,8.009381270902557,8.009381270902557,-351.738636140059,-351.738636140059,-351.738636140059,359.74801741096155,359.74801741096155,359.74801741096155,0.0,0.0,0.0,21486.18808489468
2020-03-04,21478.15828312402,16121.923497308213,27616.95932932215,21478.15828312402,21478.15828312402,572.9249762601057,572.9249762601057,572.9249762601057,240.6950162929224,240.6950162929224,240.6950162929224,332.22995996718345,332.22995996718345,332.22995996718345,0.0,0.0,0.0,22051.083259384126
2020-03-05,21478.137862624255,16200.689584966702,27379.722467776428,21478.137862624255,21478.137862624255,314.3088936367384,314.3088936367384,314.3088936367384,15.713991670370337,15.713991670370337,15.713991670370337,298.59490196636807,298.59490196636807,298.59490196636807,0.0,0.0,0.0,21792.446756260993
2020-03-06,21478.11744212449,15816.085457158499,26357.213924944775,21478.11744212449,21478.11744212449,-488.1226833922332,-488.1226833922332,-488.1226833922332,-747.3336135361377,-747.3336135361377,-747.3336135361377,259.2109301439045,259.2109301439045,259.2109301439045,0.0,0.0,0.0,20989.994758732257
2020-03-07,21478.09702018243,15991.956749940506,27672.500558165673,21478.09702018243,21478.09702018243,566.2342005987075,566.2342005987075,566.2342005987075,351.65304209395595,351.65304209395595,351.65304209395595,214.58115850475156,214.58115850475156,214.58115850475156,0.0,0.0,0.0,22044.33122078114
2020-03-08,21478.076598240365,16466.438308861805,27127.18060945528,21478.076598240365,21478.076598240365,400.1525522697074,400.1525522697074,400.1525522697074,234.81271771568933,234.81271771568933,234.81271771568933,165.33983455401807,165.33983455401807,165.33983455401807,0.0,0.0,0.0,21878.229150510073
2020-03-09,21478.0561762983,15970.488303273041,27292.584200823,21478.0561762983,21478.0561762983,368.4423214715056,368.4423214715056,368.4423214715056,256.1974819074626,256.1974819074626,256.1974819074626,112.24483956404293,112.24483956404293,112.24483956404293,0.0,0.0,0.0,21846.498497769808
2020-03-10,21478.035754356242,15549.908461182273,26587.889308737194,21478.035754356242,21478.035754356242,-295.572010166563,-295.572010166563,-295.572010166563,-351.73863613940796,-351.73863613940796,-351.73863613940796,56.16662597284493,56.16662597284493,56.16662597284493,0.0,0.0,0.0,21182.463744189678
2020-03-11,21478.015332414176,15850.747936007214,27089.306888997766,21478.015332414176,21478.015332414176,238.76875550253888,238.76875550253888,238.76875550253888,240.69501629476528,240.69501629476528,240.69501629476528,-1.9262607922263637,-1.9262607922263637,-1.9262607922263637,0.0,0.0,0.0,21716.784087916716
2020-03-12,21477.994910472113,15759.513714979666,26839.465938320052,21477.994910472113,21477.994910472113,-45.27083434033665,-45.27083434033665,-45.27083434033665,15.713991668274979,15.713991668274979,15.713991668274979,-60.98482600861163,-60.98482600861163,-60.98482600861163,0.0,0.0,0.0,21432.724076131777
2020-03-13,21477.974488530053,15044.628122927308,26221.452311989815,21477.974488530053,21477.974488530053,-867.2337000986662,-867.2337000986662,-867.2337000986662,-747.3336135379906,-747.3336135379906,-747.3336135379906,-119.90008656067562,-119.90008656067562,-119.90008656067562,0.0,0.0,0.0,20610.740788431387
2020-03-14,21477.954066587987,15964.572218045312,27307.540172583864,21477.954066587987,21477.954066587987,174.1271321431194,174.1271321431194,174.1271321431194,351.65304209475414,351.65304209475414,351.65304209475414,-177.52590995163476,-177.52590995163476,-177.52590995163476,0.0,0.0,0.0,21652.081198731106
2020-03-15,21477.933644645924,15885.873078203427,27386.923404578807,21477.933644645924,21477.933644645924,2.109005907245922,2.109005907245922,2.109005907245922,234.8127177159354,234.8127177159354,234.8127177159354,-232.7037118086895,-232.7037118086895,-232.7037118086895,0.0,0.0,0.0,21480.04265055317
2020-03-16,21477.913222703857,15721.711626091863,27056.16714025915,21477.913222703857,21477.913222703857,-28.09094264302557,-28.09094264302557,-28.09094264302557,256.1974819067226,256.1974819067226,256.1974819067226,-284.28842454974813,-284.28842454974813,-284.28842454974813,0.0,0.0,0.0,21449.82228006083
2020-03-17,21477.892800761798,15279.769144943444,26456.32268548527,21477.892800761798,21477.892800761798,-682.9137333172602,-682.9137333172602,-682.9137333172602,-351.7386361406421,-351.7386361406421,-351.7386361406421,-331.17509717661807,-331.17509717661807,-331.17509717661807,0.0,0.0,0.0,20794.97906744454
2020-03-18,21477.87237881973,15820.652412833213,26817.114542545372,21477.87237881973,21477.87237881973,-131.63043399147236,-131.63043399147236,-131.63043399147236,240.69501629220954,240.69501629220954,240.69501629220954,-372.3254502836819,-372.3254502836819,-372.3254502836819,0.0,0.0,0.0,21346.24194482826
2020-03-19,21477.85195687767,15366.03936877354,26545.56142194444,21477.85195687767,21477.85195687767,-391.07970098119756,-391.07970098119756,-391.07970098119756,15.713991666179602,15.713991666179602,15.713991666179602,-406.79369264737716,-406.79369264737716,-406.79369264737716,0.0,0.0,0.0,21086.77225589647
2020-03-20,21477.83153493561,14750.38969319532,25702.167150853074,21477.83153493561,21477.83153493561,-1181.084520590791,-1181.084520590791,-1181.084520590791,-747.3336135369933,-747.3336135369933,-747.3336135369933,-433.7509070537978,-433.7509070537978,-433.7509070537978,0.0,0.0,0.0,20296.74701434482
2020-03-21,21477.811112993542,15616.864004605459,26659.12731228229,21477.811112993542,21477.811112993542,-100.85429153590407,-100.85429153590407,-100.85429153590407,351.65304209555234,351.65304209555234,351.65304209555234,-452.50733363145645,-452.50733363145645,-452.50733363145645,0.0,0.0,0.0,21376.95682145764
2020-03-22,21477.79069105148,15728.794924158763,27106.292862251237,21477.79069105148,21477.79069105148,-227.719200918533,-227.719200918533,-227.719200918533,234.81271771563533,234.81271771563533,234.81271771563533,-462.53191863416833,-462.53191863416833,-462.53191863416833,0.0,0.0,0.0,21250.071490132945
2020-03-23,21477.770269109416,16043.35542277267,26402.63282783277,21477.770269109416,21477.770269109416,-207.27107269023125,-207.27107269023125,-207.27107269023125,256.19748190718036,256.19748190718036,256.19748190718036,-463.46855459741164,-463.46855459741164,-463.46855459741164,0.0,0.0,0.0,21270.499196419187
2020-03-24,21477.749847167353,14850.707447951218,25910.889227032392,21477.749847167353,21477.749847167353,-806.8871488631204,-806.8871488631204,-806.8871488631204,-351.73863613810585,-351.73863613810585,-351.73863613810585,-455.1485127250145,-455.1485127250145,-455.1485127250145,0.0,0.0,0.0,20670.862698304234
2020-03-25,21477.729425225287,15658.444611418834,27192.520056933095,21477.729425225287,21477.729425225287,-196.9036421698669,-196.9036421698669,-196.9036421698669,240.69501629105883,240.69501629105883,240.69501629105883,-437.5986584609258,-437.5986584609258,-437.5986584609258,0.0,0.0,0.0,21280.82578305542
2020-03-26,21477.709003283228,15446.302952233622,26557.86853121927,21477.709003283228,21477.709003283228,-395.33115249182885,-395.33115249182885,-395.33115249182885,15.713991668239737,15.713991668239737,15.713991668239737,-411.04514416006856,-411.04514416006856,-411.04514416006856,0.0,0.0,0.0,21082.3778507914
2020-03-27,21477.688581341165,14405.633549849572,26104.20947133347,21477.688581341165,21477.688581341165,-1123.2459994935828,-1123.2459994935828,-1123.2459994935828,-747.3336135373016,-747.3336135373016,-747.3336135373016,-375.9123859562812,-375.9123859562812,-375.9123859562812,0.0,0.0,0.0,20354.442581847583
2020-03-28,21477.668159399098,15810.877346747153,27363.19964625605,21477.668159399098,21477.668159399098,18.835789777957356,18.835789777957356,18.835789777957356,351.6530420956448,351.6530420956448,351.6530420956448,-332.81725231768746,-332.81725231768746,-332.81725231768746,0.0,0.0,0.0,21496.503949177055
2020-03-29,21477.64773745704,15713.352572651545,27093.799647731077,21477.64773745704,21477.64773745704,-47.74579846626935,-47.74579846626935,-47.74579846626935,234.8127177156083,234.8127177156083,234.8127177156083,-282.5585161818776,-282.5585161818776,-282.5585161818776,0.0,0.0,0.0,21429.90193899077
2020-03-30,21477.627315514976,15789.833922949627,27062.914968476187,21477.627315514976,21477.627315514976,30.095734337629896,30.095734337629896,30.095734337629896,256.1974819076381,256.1974819076381,256.1974819076381,-226.1017475700082,-226.1017475700082,-226.1017475700082,0.0,0.0,0.0,21507.723049852604
2020-03-31,21477.60689357291,15099.879023449768,26603.81721827723,21477.60689357291,21477.60689357291,-516.2985819201116,-516.2985819201116,-516.2985819201116,-351.7386361405621,-351.7386361405621,-351.7386361405621,-164.55994577954937,-164.55994577954937,-164.55994577954937,0.0,0.0,0.0,20961.308311652796
2020-04-01,21477.58647163085,16531.071374968447,26661.128258565248,21477.58647163085,21477.58647163085,141.52469005654098,141.52469005654098,141.52469005654098,240.69501629070234,240.69501629070234,240.69501629070234,-99.17032623416135,-99.17032623416135,-99.17032623416135,0.0,0.0,0.0,21619.11116168739
2020-04-02,21477.566049688783,15885.339975008566,27200.737854574585,21477.566049688783,21477.566049688783,-15.553791915206165,-15.553791915206165,-15.553791915206165,15.713991666144379,15.713991666144379,15.713991666144379,-31.267783581350542,-31.267783581350542,-31.267783581350542,0.0,0.0,0.0,21462.01225777358
2020-04-03,21477.54562774672,15184.217298562608,26856.845170233504,21477.54562774672,21477.54562774672,-709.5892601790788,-709.5892601790788,-709.5892601790788,-747.3336135360652,-747.3336135360652,-747.3336135360652,37.744353356986416,37.744353356986416,37.744353356986416,0.0,0.0,0.0,20767.95636756764
2020-04-04,21477.525205804654,16320.63048366311,27263.47790865832,21477.525205804654,21477.525205804654,458.0786224802724,458.0786224802724,458.0786224802724,351.65304209363745,351.65304209363745,351.65304209363745,106.42558038663482,106.42558038663482,106.42558038663482,0.0,0.0,0.0,21935.603828284926
2020-04-05,21477.504783862594,16460.49777210212,27093.19137868513,21477.504783862594,21477.504783862594,408.1434525552376,408.1434525552376,408.1434525552376,234.81271771607248,234.81271771607248,234.81271771607248,173.33073483916507,173.33073483916507,173.33073483916507,0.0,0.0,0.0,21885.64823641783
